Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2020-09-28,1000.997314453125,1005.5551177245593,990.030281440224,996.0122678355103,8076211
2020-09-29,1008.926025390625,1015.9050676134517,997.958876247787,1004.605605204718,6322223
2020-09-30,1024.166015625,1032.047183926692,998.9084672954884,1006.5047294041993,9406921
2020-10-01,1051.085205078125,1053.9813262574196,1035.0856018209436,1035.0856018209436,10601540
2020-10-05,1058.1116943359375,1074.8709689327843,1054.93078311336,1055.8803157714278,8470063
2020-10-06,1086.3602294921875,1090.063429831228,1069.3635726917905,1077.76702896837,9685995
2020-10-07,1103.5943603515625,1106.0631221443716,1080.1883565435285,1087.119991490407,10624389
2020-10-08,1131.6531982421875,1142.2879188702586,1104.6389214711776,1120.4486652260225,17530337
2020-10-09,1171.296142578125,1174.571984124675,1131.5106981069061,1140.3888059286458,22486194
2020-10-12,1152.400390625,1180.031769159024,1144.756605985717,1169.3970492267429,9610273
2020-10-13,1137.9674072265625,1160.7561918117945,1134.6915658063365,1152.1629905036314,9176976
2020-10-14,1150.35888671875,1153.0176246904216,1116.1757089045734,1135.2138862455379,11291459
2020-10-15,1110.240966796875,1155.5811473951653,1105.2559207625081,1152.9224098129407,14123448
2020-10-16,1138.822021484375,1142.7626053745137,1113.801858001084,1120.4485869064613,12911424
2020-10-19,1142.81005859375,1172.6728138455956,1132.412606609352,1172.6728138455956,21179778
2020-10-20,1162.1805419921875,1165.4564994663303,1145.0415457103304,1146.5607749009187,13705989
2020-10-21,1183.782470703125,1187.8655080218616,1160.0441511982917,1168.495016123965,17820376
2020-10-22,1171.05859375,1186.9157416951512,1161.2783616745357,1177.3728927680258,10956530
2020-10-23,1173.4324951171875,1185.4439904106948,1169.064552199824,1180.7438501575614,7933115
2020-10-26,1149.7891845703125,1179.3196287425428,1143.807082118586,1167.735376015737,9785988
2020-10-27,1170.8687744140625,1173.6224424853401,1137.3977460179392,1164.1271152807662,12158890
2020-10-28,1148.5546875,1169.824242361245,1140.8634961014902,1166.026111704228,8285593
2020-10-29,1127.28515625,1143.6645950514571,1119.0242682618614,1140.008917399459,11530012
2020-10-30,1123.819580078125,1138.7747215220852,1116.9828744435988,1122.8700472880323,5761358
2020-11-02,1153.9197998046875,1163.1777451230134,1118.0749345978354,1134.0745399916548,10963040
2020-11-03,1184.969482421875,1187.6282207851432,1163.6525161480656,1164.5545259982248,14082115
2020-11-04,1193.9425048828125,1200.969070425657,1167.9252843105285,1188.815004842912,11702411
2020-11-05,1205.146728515625,1211.6035965539468,1189.1471274013868,1202.1082705621448,10716964
2020-11-06,1241.656494140625,1243.887872868017,1201.6336664995997,1202.3458160451348,17852862
2020-11-09,1272.8961181640625,1278.0235020598245,1248.8253712867427,1248.8253712867427,13144220
2020-11-10,1323.31640625,1324.5982523445093,1283.341098662273,1288.5160060440855,20758678
2020-11-11,1319.802978515625,1343.3989597057905,1301.3346131856492,1329.2508987737724,18058097
2020-11-12,1302.47412109375,1318.473841817235,1291.3646334784673,1307.8865277063956,13526974
2020-11-13,1290.22509765625,1299.7204247926377,1279.0205652714105,1299.7204247926377,11236240
2020-11-14,1300.5748291015625,1305.5598755323092,1296.3019321609227,1298.7708097877571,917533
2020-11-17,1337.3692626953125,1341.309846516686,1310.924800622338,1315.8624401260204,15529950
2020-11-18,1337.606689453125,1347.3869227829641,1328.443791479833,1332.194399340732,9431388
2020-11-19,1304.9903564453125,1328.8236061040805,1298.9608464583976,1319.5656614747168,10133441
2020-11-20,1332.8116455078125,1337.3219259951475,1296.1597051505782,1303.3761307483628,10202681
2020-11-23,1324.21826171875,1351.8022326318874,1305.9397574993764,1343.5887517098029,12623318
2020-11-24,1365.6177978515625,1372.0746661739265,1331.2922856089876,1336.9419584587465,20077200
2020-11-25,1332.0045166015625,1390.4957076815451,1326.4971805831285,1378.0568525058445,12076301
2020-11-26,1354.6507568359375,1359.7307332509806,1317.0017646781494,1343.5886784568,13971563
2020-11-27,1368.1341552734375,1373.0242718162826,1344.111047725961,1359.5409539617942,8997290
2020-12-01,1360.96533203125,1375.8729497885893,1353.5589302440537,1368.1342347220432,8573787
2020-12-02,1335.9451904296875,1359.5411743649538,1324.4084590862567,1358.7815017247492,8946075
2020-12-03,1307.696533203125,1359.730977301764,1304.7055975939963,1356.882378885629,18966611
2020-12-04,1315.672607421875,1330.7226789245863,1303.993423679319,1311.3047797805184,13456161
2020-12-07,1302.996337890625,1310.3076938235015,1289.56042607238,1305.607552996618,12158159
2020-12-08,1306.841796875,1318.7109546759075,1296.2544849346418,1305.607358099808,9728948
2020-12-09,1336.1822509765625,1338.8885116601703,1305.6548700975522,1307.5064123350007,11034537
2020-12-10,1315.9097900390625,1331.2447654045232,1306.3195335272987,1327.4466348327558,9863983
2020-12-11,1313.013916015625,1324.5981690513104,1303.7084488225441,1319.898028363741,10678192
2020-12-14,1302.9013671875,1317.95143787465,1298.9607831502315,1313.2037741935455,8611025
2020-12-15,1321.0849609375,1324.550662745877,1297.061736007714,1311.114867066284,10780718
2020-12-16,1339.5057373046875,1345.2979795188296,1324.123353885197,1333.143914560643,8416046
2020-12-17,1369.0362548828125,1372.0747130738164,1333.6186398008133,1347.0070273139088,10962239
2020-12-18,1340.1229248046875,1367.0421531021161,1335.3278543162926,1362.579395869788,11497959
2020-12-21,1303.3759765625,1351.9920004372534,1297.7261879166542,1345.9624914704632,11880912
2020-12-22,1303.8033447265625,1314.9129470118587,1277.121498679594,1314.9129470118587,11425779
2020-12-23,1306.2247314453125,1311.2571854002,1292.3615766818236,1298.48601646505,7733697
2020-12-24,1326.592041015625,1333.1438394770557,1307.5064579486507,1319.2806859806824,7476094
2020-12-28,1341.54736328125,1349.2860786100514,1333.144021371226,1334.0935541499803,5849597
2020-12-29,1355.173095703125,1362.3421143362316,1348.336506260637,1349.3335620129728,7247673
2020-12-30,1360.20556640625,1367.2321314321139,1341.689679114856,1367.2321314321139,8108363
2020-12-31,1363.8138427734375,1371.125198089098,1353.1316000597933,1362.5794039181824,11072875
2021-01-01,1353.1317138671875,1370.1757806443543,1348.9062235147696,1367.3271823477965,4405469
2021-01-04,1344.5382080078125,1365.4279259288378,1328.3961532506567,1365.4279259288378,7870096
2021-01-05,1354.6983642578125,1358.5440183619698,1337.8916804976518,1347.5768684425304,7193412
2021-01-06,1348.8587646484375,1367.327129865003,1341.78467627099,1362.5794662196383,11067025
2021-01-07,1344.7757568359375,1360.300594112427,1341.2625320257598,1360.2056640194037,9947421
2021-01-08,1359.3985595703125,1369.2262001690474,1351.2800083441034,1359.7308728447126,6884382
2021-01-11,1378.1990966796875,1390.970380166033,1363.8137699875174,1376.8223207228627,8665696
2021-01-12,1406.2579345703125,1412.619757322968,1375.967818131918,1379.1487295082459,10194078
2021-01-13,1396.430419921875,1421.3556556437823,1388.311868208548,1417.5575244861582,8467325
2021-01-14,1394.626220703125,1412.90472606383,1382.5196781914894,1396.9051224755024,6148583
2021-01-15,1392.6322021484375,1397.3798658001829,1372.0747953544283,1394.9585109738898,7082618
2021-01-18,1408.251953125,1427.0052243353448,1392.964499522822,1395.7181675913555,21412816
2021-01-19,1427.954833984375,1435.361235959476,1392.964574567279,1416.5130336437048,8680127
2021-01-20,1416.7027587890625,1425.2485529104442,1411.0055627081413,1425.2485529104442,6673026
2021-01-21,1400.3709716796875,1418.934267735894,1394.0565555947314,1416.7028889145295,13166527
2021-01-22,1370.6978759765625,1393.8189723617004,1367.4694418489012,1393.8189723617004,7696182
2021-01-25,1389.02392578125,1406.2579679492096,1381.7125701510886,1391.160374415879,10172359
2021-01-27,1338.46142578125,1397.6173662075912,1335.1855839506882,1393.9141650666731,11778138
2021-01-28,1302.236572265625,1330.5802160278008,1274.2728806743405,1319.7555200890042,21352223
2021-01-29,1320.3251953125,1337.6541667720132,1295.6373455619607,1321.1322749108558,14352251
2021-02-01,1402.2225341796875,1407.6823476698064,1330.2954260272504,1339.0786042504853,13185272
2021-02-02,1481.7933349609375,1498.8374009486527,1421.830320413825,1425.2486150294126,21210103
2021-02-03,1495.3240966796875,1501.875779381897,1464.179378706467,1499.3120875340542,10118627
2021-02-04,1499.4071044921875,1507.8579689358066,1465.5562396272628,1486.9682489631443,12242342
2021-02-05,1516.973388671875,1536.581261725371,1469.8765908548583,1469.8765908548583,13527358
2021-02-08,1524.237548828125,1549.3052382857754,1515.1694640955473,1538.2431578268572,8723790
2021-02-09,1530.50439453125,1545.8393721730272,1506.623621834462,1528.747782063006,9210683
2021-02-10,1501.92333984375,1533.3528488564118,1487.917732596906,1527.1808863408535,9894003
2021-02-11,1492.9976806640625,1517.1633568260486,1485.25896616889,1502.1606941739383,6824309
2021-02-12,1502.11328125,1512.1308980847318,1493.6150095367555,1494.4696121901525,4955053
2021-02-15,1535.014404296875,1542.9905014555786,1516.1186820509474,1519.3471161282491,5177622
2021-02-16,1544.557373046875,1558.18314396357,1527.2758085466442,1539.382350341608,6948679
2021-02-17,1506.43359375,1539.952143649592,1503.1102293767728,1538.242938465175,6397213
2021-02-18,1475.8587646484375,1524.9020372937237,1469.8766621015632,1524.9020372937237,7360280
2021-02-19,1461.42578125,1485.2590292598115,1455.633654859451,1467.0280474610906,8569754
2021-02-22,1469.876708984375,1494.4696305918408,1461.758157541778,1467.0756337129408,14725919
2021-02-23,1451.9781494140625,1479.0872421504669,1445.8061860223033,1475.336633837844,9119953
2021-02-24,1525.3768310546875,1532.498326638515,1439.7290238637609,1449.4617344949916,7157166
2021-02-25,1525.329345703125,1553.6728734905823,1521.151378659687,1528.5102570520794,10054785
2021-02-26,1456.9630126953125,1508.7125453650715,1444.2392512055676,1506.955933034379,13956423
2021-03-01,1480.2266845703125,1493.1878302924865,1462.9451183041588,1485.0692786011896,6768009
2021-03-02,1489.0572509765625,1507.3832798928659,1472.7253336150143,1496.17874678708,8055019
2021-03-03,1506.7659912109375,1515.4542388827242,1486.0187242177087,1504.05984610917,5611205
2021-03-04,1473.7222900390625,1491.7158885433312,1461.4257718893673,1470.3989255515376,8145719
2021-03-05,1452.78515625,1467.5978444651062,1444.3342913094689,1453.734689031863,8722911
2021-03-08,1442.81494140625,1476.523352344007,1436.1682124889458,1464.1794272118707,7558525
2021-03-09,1483.6448974609375,1486.6833558470344,1460.6187286523436,1467.028074609375,7533348
2021-03-10,1477.2354736328125,1495.513977805997,1473.8171791512063,1492.6653797530332,5527508
2021-03-12,1473.6273193359375,1519.2524147812408,1457.5803084326192,1519.2524147812408,7815602
2021-03-15,1451.503173828125,1470.256444508308,1438.8269355629643,1470.256444508308,6115193
2021-03-16,1435.8359375,1462.6602370598882,1433.7944189533137,1453.6396761459434,6861183
2021-03-17,1419.8837890625,1461.330917206147,1414.9936721679996,1447.325309000305,10532214
2021-03-18,1415.753173828125,1445.236208822046,1406.400300455945,1435.4559762137276,9032770
2021-03-19,1421.9251708984375,1434.933722091338,1399.658676188836,1410.0560125436925,10617510
2021-03-22,1395.006103515625,1419.4565725409743,1386.6976917108946,1419.4565725409743,7007816
2021-03-23,1424.4415283203125,1431.3730476072492,1394.9584910991318,1395.8130937262215,9880714
2021-03-24,1404.1688232421875,1430.4233063060417,1396.7624227670867,1415.658144258392,8184450
2021-03-25,1389.49853515625,1420.0735550410377,1377.0596810263933,1414.9934628004062,11982178
2021-03-26,1416.0382080078125,1423.3495636721118,1399.6112453987278,1418.6019000174351,6010629
2021-03-30,1475.2889404296875,1483.6923977279519,1425.7709018185685,1430.6134955077298,12803822
2021-03-31,1418.26953125,1469.8766099751217,1412.904648348179,1469.8766099751217,15387253
2021-04-01,1411.7177734375,1423.7293855442767,1391.0654367485706,1423.7293855442767,17881881
2021-04-05,1376.4425048828125,1410.0559838411777,1358.7812207924078,1405.3083205959213,8003293
2021-04-06,1367.5645751953125,1388.834132475078,1360.348149308364,1386.3178474467325,7537867
2021-04-07,1374.16357421875,1383.1841341935533,1349.8081550145773,1366.6623591780253,12544090
2021-04-08,1360.4906005859375,1387.1724482677757,1358.3066288488399,1379.6711161952915,8806796
2021-04-09,1349.998046875,1360.490429034903,1343.6836315624237,1354.0335606426938,14078908
2021-04-12,1298.058837890625,1328.3963639558763,1284.7178559201577,1322.6991672555653,11274564
2021-04-13,1329.67822265625,1335.470349507941,1292.3141304572387,1298.960860004043,9300341
2021-04-15,1357.9267578125,1364.1936507584858,1320.8000506001556,1334.0935090533562,17222492
2021-04-16,1356.5499267578125,1372.0747633549995,1351.6598101286102,1362.531913273646,7803263
2021-04-19,1341.119873046875,1346.1523263021375,1303.0436388091239,1319.850319535718,12034621
2021-04-20,1321.1798095703125,1354.413453758607,1314.10572147581,1353.0840848091245,11593135
2021-04-22,1350.7103271484375,1354.793364307939,1301.8569138766384,1310.3551855640378,19242656
2021-04-23,1342.7816162109375,1362.19951248215,1329.5355662367372,1337.8914998959406,11356764
2021-04-26,1333.903564453125,1356.8822091041438,1331.956976081762,1341.689686119073,15085476
2021-04-27,1366.0927734375,1369.2262779965433,1333.9037047061693,1336.2300136689566,10296453
2021-04-28,1402.27001953125,1404.358945229215,1358.7813729702546,1363.7664199360784,12051970
2021-04-29,1398.1868896484375,1427.76485620054,1387.2672636851391,1411.1954411712486,12039276
2021-04-30,1341.025146484375,1380.4307555299033,1336.4673429296633,1372.0748209828514,17616451
2021-05-03,1343.0665283203125,1350.1406167296102,1307.7914800042365,1322.6990975538988,11236850
2021-05-04,1318.28369140625,1351.1850224071807,1313.4886208514997,1338.7935743971702,10743164
2021-05-05,1331.8145751953125,1338.4613042617896,1311.969318086308,1330.2953460192118,7210806
2021-05-06,1330.200439453125,1339.6008367667669,1324.5981731017823,1336.5622624510725,5738522
2021-05-07,1343.351318359375,1353.0365050382509,1339.0784214287391,1341.6421132232217,6024167
2021-05-10,1348.194091796875,1357.8318726764965,1341.4999552571599,1354.98327434221,5530025
2021-05-11,1332.716796875,1352.3245563063945,1324.6457681411862,1325.547777929883,7259517
2021-05-12,1328.8712158203125,1337.5119415229349,1318.7586678448704,1329.1085990314273,6887463
2021-05-14,1316.8594970703125,1328.3014132968842,1312.5865996112252,1323.980992835458,5302071
2021-05-17,1367.5645751953125,1369.795954028086,1311.589664636625,1324.740670349972,7560346
2021-05-18,1402.1748046875,1407.9195235298037,1381.5699927404244,1385.3206003087078,11082640
2021-05-19,1384.608642578125,1404.2165175133712,1379.24387514099,1396.003035848804,5065458
2021-05-20,1360.4906005859375,1391.9201121225426,1356.407563306933,1384.7510933379397,5342092
2021-05-21,1421.7353515625,1426.103178780545,1370.1756798247366,1370.1756798247366,9670823
2021-05-24,1433.7469482421875,1443.717042247528,1422.8748444764585,1427.3851250979221,11073051
2021-05-25,1404.311279296875,1437.3550621853324,1396.2877746943227,1434.2690810443894,9618487
2021-05-26,1402.50732421875,1411.9551282422124,1395.8130723040028,1405.308399326479,6141995
2021-05-27,1407.82470703125,1413.8542166064856,1388.6440765885188,1398.7566232136257,10219748
2021-05-28,1427.574951171875,1436.6430352001282,1404.1215388646328,1415.6583848342127,8875010
2021-05-31,1439.34912109375,1442.814938633062,1412.4298922123592,1424.2990509704462,7830527
2021-06-01,1435.4085693359375,1449.9364663449464,1431.1831950873743,1443.574643472103,5515081
2021-06-02,1428.0972900390625,1433.984346865478,1417.6524295401066,1433.7944866748567,5312008
2021-06-03,1443.8118896484375,1447.9897405005645,1412.6671729614768,1431.8952087554408,5143630
2021-06-04,1425.201171875,1443.9070370831423,1423.5394895192132,1439.4916864986708,4712238
2021-06-07,1424.1566162109375,1437.59252727995,1420.5009384483521,1433.7943964284839,4045834
2021-06-08,1408.20458984375,1425.5335625139278,1406.7327677188175,1421.0232819559362,4936270
2021-06-09,1405.5933837890625,1426.1981982115706,1397.7597385592053,1409.0116785255934,5111721
2021-06-10,1406.3055419921875,1413.8542810779606,1399.278976379089,1407.302481845345,5741770
2021-06-11,1411.337890625,1421.023193609026,1406.3054369137606,1415.75324081553,3602987
2021-06-14,1404.7861328125,1411.0056184772272,1388.7391226114585,1403.6467399151825,4440982
2021-06-15,1415.0411376953125,1420.5009508419307,1400.3709035174315,1411.0056236304206,3784801
2021-06-16,1409.67626953125,1418.6019003863148,1403.5043067785653,1412.9047039992213,3851049
2021-06-17,1392.1099853515625,1404.1215981985783,1386.3178585764492,1392.0150552555306,4641901
2021-06-18,1405.1185302734375,1414.8037174112778,1381.5700730425567,1395.3382971381698,5969030
2021-06-21,1413.5692138671875,1416.5128578186818,1385.3681404427725,1387.5995189949151,3630236
2021-06-22,1408.9166259765625,1431.8952702897257,1405.30835545676,1421.4504108910605,7183412
2021-06-23,1410.53076171875,1422.21005976164,1403.9789632046836,1414.8036586744784,3922434
2021-06-24,1430.233642578125,1437.0702317173352,1412.9046706431536,1414.8037360606847,7392512
2021-06-25,1438.6370849609375,1445.1888842937617,1430.9458926614318,1434.8389538589827,5191588
2021-06-28,1432.227783203125,1446.138461977972,1429.0468714884096,1443.289863563045,4678393
2021-06-29,1432.41845703125,1438.2832640215365,1422.97737502015,1437.1389398310935,5485846
2021-06-30,1428.460693359375,1439.046098635647,1424.8368063873816,1428.5560342983426,4839511
2021-07-01,1417.82763671875,1432.3706812521018,1414.251478226942,1432.3706812521018,8455721
2021-07-02,1411.7720947265625,1420.211805862195,1408.5296876001087,1416.1588260569813,7413518
2021-07-05,1426.1243896484375,1434.754899383106,1415.7297812798813,1420.8793567826303,3686941
2021-07-06,1463.5546875,1468.609037896283,1426.6487796706751,1427.6024219030753,8834516
2021-07-07,1468.13232421875,1473.7111084042683,1456.8792984883635,1462.887291556715,4814595
2021-07-08,1449.9654541015625,1466.415784521169,1443.2899576994032,1454.3045733275335,4210461
2021-07-09,1432.3707275390625,1445.7217196732481,1428.079337210217,1442.431700319032,5347921
2021-07-12,1418.066162109375,1432.3707972348898,1415.205235084272,1432.3707972348898,7229489
2021-07-13,1432.2276611328125,1436.2806408969461,1415.3005103531955,1426.744217922514,9089071
2021-07-14,1429.6529541015625,1437.472774816932,1421.976086609739,1428.079420939779,4894247
2021-07-15,1450.2039794921875,1455.9735626896536,1430.1298764262444,1435.2318400837917,5219401
2021-07-16,1451.77734375,1459.0250020057638,1448.391983404735,1457.1177173904885,2585314
2021-07-19,1402.807861328125,1419.830353562298,1398.0396496988656,1418.0661385417552,12555800
2021-07-20,1376.248779296875,1386.5957739980047,1369.5732838237072,1375.1520674725741,12087125
2021-07-22,1381.54150390625,1400.4236673337407,1378.0130740873376,1388.5984799554842,6603557
2021-07-23,1375.8675537109375,1389.8860502339094,1368.7629644930455,1384.2119245963788,6563342
2021-07-26,1368.0474853515625,1377.0593577138684,1361.8964232213034,1363.7083667111024,6583583
2021-07-27,1373.0064697265625,1382.6859621303759,1369.525652129641,1369.525652129641,11200715
2021-07-28,1351.59716796875,1372.0050183928968,1338.9136798500533,1368.5243174112989,10335171
2021-07-29,1352.503173828125,1363.6607420238556,1347.7826910710264,1362.0395967001725,6851115
2021-07-30,1360.322998046875,1365.377348748592,1342.680615681344,1353.2184095507262,5827744
2021-08-02,1356.69921875,1368.4766776762906,1350.59588484951,1368.4766776762906,6629393
2021-08-03,1368.1905517578125,1373.1495615302729,1344.6356336757178,1344.6356336757178,6016560
2021-08-04,1397.3720703125,1406.1455326665744,1373.24487422168,1374.198516495445,11026974
2021-08-05,1416.0157470703125,1437.186675995066,1389.8383124777383,1399.0885962309962,9411204
2021-08-06,1423.4542236328125,1430.4634713601943,1405.668771189951,1414.7761018555104,6669635
2021-08-09,1434.1826171875,1437.4726364178518,1407.5759748680778,1422.8342510184093,5499024
2021-08-10,1437.7589111328125,1449.2979602764838,1419.9734580369695,1419.9734580369695,7419173
2021-08-11,1425.6474609375,1448.4395344082827,1421.9283492241525,1444.6726940170065,6292893
2021-08-12,1431.7984619140625,1437.710997152829,1420.25941425759,1427.6024128358713,4298837
2021-08-13,1455.448974609375,1460.0265046634188,1431.4172328542074,1431.6079147683656,8329214
2021-08-16,1459.6448974609375,1463.8409469102596,1450.9190470358344,1455.4012357429297,3126389
2021-08-17,1444.4342041015625,1453.3507355287263,1435.5176726743985,1446.8659219027509,4141333
2021-08-18,1442.86083984375,1492.7839923485255,1438.426379743705,1484.5349629428792,11492966
2021-08-20,1444.5296630859375,1449.3456032293664,1417.1601758458705,1417.1601758458705,6575203
2021-08-23,1453.9228515625,1462.0765388065317,1438.7123052805596,1458.9294730323513,5421527
2021-08-24,1486.585205078125,1491.973307098089,1456.6408150058915,1459.0726493193201,9190657
2021-08-25,1485.202392578125,1492.2593681737412,1476.2381325734991,1480.1480423296887,3863987
2021-08-26,1482.7230224609375,1498.1719804046847,1471.8990897534577,1478.1454930790972,5559501
2021-08-27,1476.6673583984375,1486.3945796099545,1473.6157496329101,1480.0528350948236,3191069
2021-08-30,1495.549560546875,1497.2184345981786,1479.671392719331,1483.4859619794538,4524583
2021-08-31,1508.0899658203125,1509.9495217522367,1489.7799637003325,1491.0197452625582,6031288
2021-09-01,1505.896484375,1523.9203465495134,1501.509753217903,1501.986574352618,6211279
2021-09-02,1515.337646484375,1518.1985734443833,1498.410495304326,1501.1283526340508,4809262
2021-09-03,1502.9881591796875,1523.9205634078594,1495.5974305398809,1512.5721955044519,5367667
2021-09-06,1493.11767578125,1507.6607205955654,1489.5415172203527,1506.7070783126594,3938448
2021-09-07,1496.503173828125,1508.6621131088698,1483.1044529973274,1490.0660883265543,3622748
2021-09-08,1503.3216552734375,1507.2315651877839,1493.022272483612,1499.0778774448881,3362040
2021-09-09,1495.88330078125,1506.2302965389322,1488.635642524018,1501.0329925258195,4125474
2021-09-13,1483.438232421875,1510.5693075748018,1481.6262888842957,1489.5891783029297,4479582
2021-09-14,1476.7628173828125,1491.9733653709266,1474.903145067142,1487.6819750582586,4879253
2021-09-15,1475.0938720703125,1482.7230100351728,1463.8408470075806,1463.8408470075806,7411499
